id,marks
724,44
725,87
726,37
727,36
728,17
729,91
730,94
731,94
732,2
733,83
734,55
735,57
736,94
737,34
738,68
739,47
740,53
741,58
742,32
743,22
744,83
745,7
746,42
747,64
748,48
749,97
750,26
751,46
752,19
753,54
754,43
755,21
756,53
757,1
758,86
759,74
760,91
761,94
762,24
763,94
764,100
765,50
766,48
767,11
768,95
769,27
770,46
771,84
772,27
773,73
774,78
775,33
776,71
777,98
778,71
779,18
780,3
781,98
782,29
783,29
784,87
785,72
786,16
787,77
788,25
789,40
790,74
791,65
792,50
793,64
794,77
795,4
796,70
797,65
798,68
799,47
800,45
801,36
802,63
803,13
804,71
805,14
806,73
807,13
808,68
809,80
810,56
811,43
812,71
813,85
814,28
815,31
816,15
817,98
818,28
819,57
820,31
821,38
822,61
823,79
824,15
825,59
826,91
827,18
828,68
829,67
830,23
831,35
832,35
833,94
834,77
835,88
836,60
837,92
838,22
839,19
840,77
841,71
842,32
843,90
844,78
845,51
846,32
847,12
848,60
849,18
850,65
851,44
852,59
853,34
854,38
855,65
856,4
857,8
858,78
859,85
860,45
861,73
862,7
863,56
864,46
865,66
866,54
867,14
868,28
869,43
870,22
871,61
872,63
873,5
874,92
875,81
876,58
877,14
878,78
879,96
880,15
881,50
882,90
883,87
884,50
885,47
886,39
887,25
888,95
889,39
890,87
891,45
892,28
893,6
894,86
895,91
896,55
897,42
898,62
899,80
900,27
901,30
902,56
903,27
904,70
905,82
906,19
907,29
908,78
909,15
910,57
911,39
912,92
913,90
914,4
915,93
916,79
917,89
918,24
919,73
920,43
921,9
922,31
923,76
924,18
925,33
926,30
927,62
928,58
929,14
930,78
931,43
932,16
933,29
934,23
935,8
936,1
937,48
938,94
939,12
940,65
941,99
942,67
943,43
944,74
945,23
946,75
947,94
948,34
949,69
950,28
951,10
952,75
953,74
954,31
955,85
956,6
957,68
958,34
959,78
960,68
961,90
962,81
963,72
964,81
965,55
966,18
967,47
968,77
969,56
970,15
971,95
972,70
973,29
974,92
975,49
976,32
977,41
978,66
979,58
980,62
981,88
982,39
983,43
984,52
985,35
986,92
987,88
988,11
989,87
990,84
991,94
992,87
993,78
994,42
995,67
996,36
997,30
998,77
999,70
1000,21
1001,32
1002,69
1003,50
1004,79
1005,4
1006,5
1007,2
1008,74
1009,80
1010,67
1011,27
1012,48
1013,38
1014,66
1015,82
1016,21
1017,36
1018,15
1019,3
1020,35
1021,52
1022,17
1023,7
1024,37
1025,4
1026,43
1027,17
1028,27
1029,92
1030,76
1031,39
1032,30
1033,48
1034,59
1035,32
1036,87
1037,69
1038,7
1039,46
1040,76
1041,77
1042,14
1043,93
1044,57
1045,40
1046,33
1047,47
1048,50
1049,86
1050,18
1051,88
1052,73
1053,71
1054,12
1055,14
1056,16
1057,73
1058,36
1059,2
1060,70
1061,30
1062,92
1063,85
1064,74
1065,42
1066,32
1067,15
1068,35
1069,18
1070,52
1071,86
1072,31
1073,38
1074,71
1075,35
1076,48
1077,99
1078,90
1079,38
1080,72
1081,35
1082,80
1083,87
1084,51
1085,44
1086,20
1087,95
1088,6
1089,71
1090,86
1091,9
1092,73
1093,6
1094,41
1095,28
1096,32
1097,44
1098,79
1099,47
1100,1
1101,31
1102,67
1103,79
1104,88
1105,67
1106,35
1107,70
1108,84
1109,100
1110,89
1111,32
1112,22
1113,14
1114,81
1115,78
1116,95
1117,97
1118,85
1119,17
1120,38
1121,68
1122,84
1123,29
1124,39
1125,75
1126,80
1127,91
1128,41
1129,66
1130,54
1131,68
1132,79
1133,100
1134,5
1135,33
1136,20
1137,26
1138,13
1139,41
1140,93
1141,97
1142,33
1143,34
1144,3
1145,64
1146,90
1147,15
1148,57
1149,37
1150,38
1151,1
1152,48
1153,46
1154,90
1155,61
1156,18
1157,60
1158,79
1159,72
1160,60
1161,87
1162,57
1163,37
1164,31
1165,42
1166,43
1167,74
1168,74
1169,64
1170,66
1171,61
1172,43
1173,41
1174,73
1175,61
1176,12
1177,88
1178,82
1179,16
1180,32
1181,34
1182,49
1183,36
1184,59
1185,93
1186,87
1187,91
1188,76
1189,97
1190,88
1191,85
1192,83
1193,73
1194,44
1195,68
1196,40
1197,18
1198,7
1199,33
1200,23
1201,56
1202,93
1203,30
1204,16
1205,5
1206,84
1207,100
1208,19
1209,42
1210,21
1211,48
1212,24
1213,94
1214,4
1215,94
1216,20
1217,91
1218,21
1219,93
1220,33
1221,10
1222,26
1223,25
1224,89
1225,19
1226,52
1227,23
1228,98
1229,94
1230,92
1231,19
1232,26
1233,80
1234,53
1235,54
1236,27
1237,90
1238,98
1239,41
1240,12
1241,74
1242,41
1243,81
1244,20
1245,80
1246,79
1247,36
1248,16
1249,21
1250,99
1251,74
1252,22
1253,69
1254,23
1255,80
1256,63
1257,64
1258,25
1259,55
1260,3
1261,96
1262,19
1263,22
1264,95
1265,42
1266,20
1267,79
1268,70
1269,42
1270,71
1271,13
1272,53
1273,51
1274,49
1275,5
1276,47
1277,54
1278,8
1279,93
1280,90
1281,96
1282,79
1283,57
1284,91
1285,73
1286,62
1287,4
1288,4
1289,59
1290,79
1291,23
1292,89
1293,22
1294,44
1295,14
1296,17
1297,52
1298,53
1299,70
1300,71
1301,93
1302,21
1303,64
1304,75
1305,43
1306,46
1307,24
1308,57
1309,31
1310,57
1311,59
1312,82
1313,43
1314,98
1315,78
1316,43
1317,23
1318,65
1319,10
1320,2
1321,88
1322,21
1323,10
1324,100
1325,13
1326,91
1327,23
1328,5
1329,51
1330,95
1331,70
1332,83
1333,80
1334,7
1335,58
1336,88
1337,43
1338,97
1339,53
1340,40
1341,80
1342,34
1343,83
1344,13
1345,24
1346,61
1347,15
1348,66
1349,23
1350,87
1351,73
1352,9
1353,65
1354,94
1355,37
1356,32
1357,88
1358,94
1359,17
1360,27
1361,99
1362,51
1363,1
1364,96
1365,5
1366,33
1367,45
1368,72
1369,83
1370,19
1371,47
1372,48
1373,41
1374,63
1375,15
1376,98
1377,67
1378,20
1379,93
1380,1
1381,12
1382,65
1383,100
1384,1
1385,73
1386,19
1387,73
1388,71
1389,25
1390,4
1391,56
1392,66
1393,54
1394,56
1395,65
1396,61
1397,15
1398,39
1399,3
1400,75
1401,81
1402,42
1403,48
1404,15
1405,1
1406,55
1407,51
1408,33
1409,36
1410,24
1411,23
1412,27
1413,94
1414,46
1415,55
1416,38
1417,94
1418,91
1419,43
1420,3
1421,25
1422,10
1423,84
1424,67
1425,25
1426,32
1427,53
1428,51
1429,61
1430,3
1431,98
1432,7
1433,57
1434,67
1435,42
1436,40
1437,87
1438,80
1439,63
1440,21
1441,78
1442,77
1443,84
1444,76
1445,22
1446,90
1447,61
1448,42
1449,70
1450,81
1451,48
1452,11
1453,56
1454,84
1455,23
1456,99
1457,83
1458,56
1459,26
1460,51
1461,21
1462,100
1463,45
1464,3
1465,27
1466,18
1467,11
1468,45
1469,90
1470,34
1471,15
1472,75
1473,97
1474,37
1475,27
1476,72
1477,39
1478,24
1479,84
1480,58
1481,1
1482,43
1483,22
1484,15
1485,74
1486,45
1487,4
1488,67
1489,54
1490,8
1491,67
1492,94
1493,25
1494,31
1495,58
1496,53
1497,100
1498,66
1499,51
1500,76
1501,18
1502,77
1503,82
1504,50
1505,86
1506,88
1507,72
1508,62
1509,70
1510,52
1511,50
1512,30
1513,63
1514,89
1515,94
1516,80
1517,81
1518,52
1519,54
1520,67
1521,42
1522,74
1523,86
1524,58
1525,36
1526,97
1527,98
1528,18
1529,67
1530,61
1531,99
1532,3
1533,97
1534,100
1535,26
1536,90
1537,27
1538,1
1539,15
1540,74
1541,61
1542,98
1543,45
1544,56
1545,76
1546,73
1547,62
1548,67
1549,36
1550,27
1551,31
1552,11
1553,21
1554,27
1555,32
1556,31
1557,41
1558,28
1559,57
1560,57
1561,100
1562,68
1563,25
1564,35
1565,15
1566,75
1567,35
1568,65
1569,88
1570,74
1571,56
1572,8
1573,36
1574,58
1575,7
1576,47
1577,73
1578,15
1579,26
1580,22
1581,88
1582,61
1583,95
1584,56
1585,10
1586,36
1587,73
1588,100
1589,30
1590,85
1591,67
1592,83
1593,29
1594,87
1595,94
1596,54
1597,88
1598,20
1599,44
1600,21
1601,2
1602,27
1603,63
1604,78
1605,43
1606,47
1607,22
1608,49
1609,89
1610,60
1611,28
1612,13
1613,56
1614,100
1615,38
1616,5
1617,50
1618,32
1619,97
1620,12
1621,73
1622,8
1623,45
1624,53
1625,29
1626,88
1627,94
1628,75
1629,99
1630,50
1631,95
1632,33
1633,79
1634,47
1635,83
1636,9
1637,7
1638,87
1639,25
1640,62
1641,16
1642,26
1643,42
1644,72
1645,77
1646,2
1647,63
1648,80
1649,14
1650,30
1651,40
1652,20
1653,33
1654,11
1655,27
1656,4
1657,88
1658,30
1659,18
1660,77
1661,76
1662,31
1663,28
1664,92
1665,55
1666,4
1667,74
1668,76
1669,88
1670,4
1671,40
1672,85
1673,58
1674,92
1675,85
1676,29
1677,28
1678,85
1679,9
1680,80
1681,59
1682,65
1683,27
1684,36
1685,70
1686,67
1687,27
1688,100
1689,51
1690,1
1691,56
1692,47
1693,1
1694,23
1695,52
1696,52
1697,31
1698,27
1699,49
1700,91
1701,2
1702,34
1703,62
1704,84
1705,7
1706,43
1707,79
1708,71
1709,88
1710,5
1711,69
1712,68
1713,89
1714,21
1715,31
1716,63
1717,6
1718,25
1719,2
1720,56
1721,21
1722,54
1723,89
1724,10
1725,82
1726,99
1727,57
1728,88
1729,73
1730,56
1731,57
1732,22
1733,94
1734,25
1735,75
1736,21
1737,46
1738,56
1739,72
1740,62
1741,10
1742,64
1743,58
1744,77
1745,15
1746,94
1747,84
1748,1
1749,84
1750,64
1751,97
1752,64
1753,23
1754,21
1755,76
1756,81
1757,85
1758,44
1759,2
1760,65
1761,43
1762,66
1763,47
1764,50
1765,40
1766,15
1767,12
1768,13
1769,66
1770,87
1771,66
1772,91
1773,42
1774,3
1775,60
1776,60
1777,30
1778,90
1779,50
1780,25
1781,6
1782,99
1783,49
1784,99
1785,36
1786,98
1787,3
1788,23
1789,35
1790,58
1791,64
1792,91
1793,27
1794,47
1795,73
1796,47
1797,77
1798,85
1799,34
1800,64
1801,94
1802,1
1803,93
1804,58
1805,78
1806,75
1807,76
1808,38
1809,32
1810,69
1811,85
1812,52
1813,7
1814,14
1815,53
1816,49
1817,2
1818,3
1819,25
1820,49
1821,51
1822,35
1823,70
1824,97
1825,63
1826,10
1827,32
1828,7
1829,81
1830,20
1831,88
1832,100
1833,51
1834,69
1835,51
1836,23
1837,88
1838,17
1839,44
1840,1
1841,12
1842,41
1843,23
1844,73
1845,92
1846,12
1847,19
1848,2
1849,45
1850,47
1851,19
1852,29
1853,49
1854,99
1855,99
1856,35
1857,26
1858,62
1859,9
1860,81
1861,32
1862,33
1863,27
1864,50
1865,80
1866,35
1867,48
1868,13
1869,44
1870,90
1871,35
1872,42
1873,19
1874,50
1875,97
1876,84
1877,40
1878,7
1879,61
1880,31
1881,27
1882,66
1883,42
1884,47
1885,34
1886,28
1887,2
1888,74
1889,37
1890,82
1891,31
1892,77
1893,29
1894,73
1895,81
1896,96
1897,7
1898,34
1899,19
1900,74
1901,44
1902,63
1903,40
1904,17
1905,2
1906,53
1907,97
1908,52
1909,50
1910,10
1911,14
1912,99
1913,38
1914,54
1915,90
1916,7
1917,47
1918,57
1919,10
1920,56
1921,39
1922,43
1923,29
1924,40
1925,38
1926,81
1927,11
1928,30
1929,76
1930,16
1931,90
1932,60
1933,40
1934,50
1935,81
1936,69
1937,93
1938,80
1939,56
1940,41
1941,40
1942,18
1943,18
1944,94
1945,19
1946,90
1947,31
1948,71
1949,18
1950,46
1951,62
1952,19
1953,24
1954,70
1955,72
1956,43
1957,30
1958,17
1959,63
1960,80
1961,94
1962,12
1963,46
1964,40
1965,36
1966,57
1967,87
1968,27
1969,28
1970,73
1971,8
1972,99
1973,73
1974,67
1975,59
1976,95
1977,44
1978,63
1979,63
1980,33
1981,60
1982,69
1983,81
1984,20
1985,78
1986,54
1987,61
1988,21
1989,46
1990,28
1991,33
1992,96
1993,82
1994,40
1995,68
1996,45
1997,93
1998,93
1999,16
2000,14
2001,39
2002,68
2003,75
2004,1
2005,55
2006,97
2007,51
2008,73
2009,41
2010,16
2011,36
2012,57
2013,84
2014,77
2015,16
2016,77
2017,49
2018,100
2019,27
2020,9
2021,87
2022,37
2023,34
2024,79
2025,8
2026,82
2027,52
2028,24
2029,74
2030,52
2031,3
2032,43
2033,73
2034,98
2035,6
2036,95
2037,6
2038,31
2039,59
2040,59
2041,66
2042,55
2043,78
2044,82
2045,89
2046,18
2047,78
2048,28
2049,76
2050,87
2051,37
2052,37
2053,27
2054,85
2055,4
2056,24
2057,22
2058,59
2059,39
2060,87
2061,79
2062,8
2063,13
2064,14
2065,7
2066,76
2067,63
2068,33
2069,72
2070,56
2071,3
2072,36
2073,97
2074,73
2075,1
2076,46
2077,45
2078,64
2079,71
2080,12
2081,45
2082,71
2083,17
2084,54
2085,21
2086,90
2087,82
2088,40
2089,25
2090,21
2091,86
2092,88
2093,60
2094,8
2095,3
2096,73
2097,18
2098,58
2099,32
2100,99
2101,90
2102,10
2103,58
2104,23
2105,37
2106,19
2107,23
2108,92
2109,11
2110,94
2111,46
2112,29
2113,50
2114,43
2115,65
2116,61
2117,31
2118,7
2119,50
2120,84
2121,80
2122,73
2123,68
2124,16
2125,86
2126,80
2127,48
2128,11
2129,43
2130,75
2131,98
2132,96
2133,66
2134,82
2135,5
2136,13
2137,95
2138,30
2139,67
2140,64
2141,47
2142,29
2143,78
2144,44
2145,28
2146,86
2147,75
2148,69
2149,9
2150,99
2151,26
2152,97
2153,86
2154,61
2155,54
2156,30
2157,31
2158,43
2159,23
2160,62
2161,100
2162,27
2163,77
2164,58
2165,44
2166,94
2167,96
2168,26
2169,93
2170,47
2171,18
2172,41
2173,16
2174,47
2175,10
2176,41
2177,20
2178,27
2179,66
2180,14
2181,57
2182,12
2183,31
2184,16
2185,82
2186,9
2187,23
2188,1
2189,96
2190,87
2191,52
2192,78
2193,76
2194,29
2195,57
2196,21
2197,4
2198,52
2199,58
2200,69
2201,4
2202,54
2203,96
2204,73
2205,66
2206,85
2207,93
2208,44
2209,75
2210,41
2211,37
2212,70
2213,23
2214,59
2215,36
2216,67
2217,84
2218,80
2219,80
2220,12
2221,17
2222,57
2223,41
2224,18
2225,40
2226,85
2227,60
2228,40
2229,22
2230,13
2231,22
2232,49
2233,86
2234,45
2235,3
2236,32
2237,24
2238,36
2239,41
2240,61
2241,9
2242,77
2243,81
2244,72
2245,22
2246,100
2247,43
2248,7
2249,16
2250,17
2251,80
2252,47
2253,49
2254,80
2255,16
2256,90
2257,83
2258,20
2259,88
2260,58
2261,57
2262,81
2263,76
2264,4
2265,3
2266,54
2267,78
2268,56
2269,51
2270,96
2271,60
2272,20
2273,41
2274,10
2275,66
2276,4
2277,100
2278,83
2279,72
2280,17
2281,37
2282,92
2283,17
2284,6
2285,8
2286,90
2287,37
2288,87
2289,38
2290,81
2291,44
2292,39
2293,58
2294,85
2295,77
2296,43
2297,88
2298,77
2299,53
2300,98
2301,6
2302,33
2303,72
2304,38
2305,17
2306,16
2307,33
2308,23
2309,36
2310,81
2311,19
2312,26
2313,20
2314,42
2315,33
2316,73
2317,32
2318,3
2319,21
2320,88
2321,66
2322,7
2323,65
2324,3
2325,41
2326,73
2327,21
2328,81
2329,12
2330,20
2331,100
2332,80
2333,65
2334,64
2335,55
2336,92
2337,68
2338,22
2339,53
2340,59
2341,82
2342,25
2343,97
2344,95
2345,66
2346,53
2347,97
2348,7
2349,19
2350,53
2351,91
2352,1
2353,28
2354,51
2355,59
2356,26
2357,51
2358,56
2359,27
2360,17
2361,31
2362,65
2363,51
2364,70
2365,63
2366,67
2367,47
2368,65
2369,13
2370,76
2371,39
2372,33
2373,35
2374,32
2375,81
2376,15
2377,36
2378,60
2379,62
2380,75
2381,94
2382,16
2383,62
2384,3
2385,68
2386,27
2387,16
2388,88
2389,54
2390,35
2391,99
2392,94
2393,73
2394,8
2395,33
2396,14
2397,31
2398,54
2399,65
2400,82
2401,8
2402,55
2403,98
2404,87
2405,67
2406,59
2407,39
2408,100
2409,76
2410,41
2411,63
2412,60
2413,81
2414,65
2415,37
2416,97
2417,64
2418,17
2419,48
2420,40
2421,33
2422,53
2423,8
2424,17
2425,39
2426,90
2427,73
2428,68
2429,84
2430,50
2431,97
2432,17
2433,9
2434,31
2435,42
2436,65
2437,8
2438,64
2439,20
2440,76
2441,92
2442,27
2443,14
2444,76
2445,87
2446,26
2447,57
2448,96
2449,9
2450,51
2451,67
2452,70
2453,96
2454,17
2455,31
2456,28
2457,61
2458,51
2459,63
2460,30
2461,92
2462,19
2463,17
2464,69
2465,36
2466,88
2467,42
2468,97
2469,13
2470,67
2471,48
2472,65
2473,22
2474,79
2475,42
2476,91
2477,54
2478,25
2479,28
2480,64
2481,48
2482,88
2483,25
2484,81
2485,6
2486,9
2487,11
2488,74
2489,85
2490,4
2491,29
2492,90
2493,4
2494,15
2495,17
2496,88
2497,61
2498,68
2499,73
2500,3
2501,100
2502,37
2503,69
2504,27
2505,100
2506,17
2507,44
2508,58
2509,90
2510,71
2511,23
2512,10
2513,22
2514,63
2515,35
2516,28
2517,35
2518,18
2519,46
2520,99
2521,12
2522,64
2523,16
2524,38
2525,17
2526,96
2527,27
2528,7
2529,14
2530,51
2531,17
2532,73
2533,13
2534,39
2535,2
2536,57
2537,46
2538,40
2539,74
2540,49
2541,75
2542,86
2543,19
2544,64
2545,46
2546,91
2547,70
2548,25
2549,22
2550,80
2551,64
2552,70
2553,58
2554,39
2555,96
2556,62
2557,2
2558,91
2559,35
2560,17
2561,30
2562,93
2563,10
2564,16
2565,48
2566,14
2567,85
2568,3
2569,42
2570,62
2571,91
2572,9
2573,52
2574,85
2575,6
2576,4
2577,100
2578,99
2579,54
2580,64
2581,21
2582,63
2583,5
2584,65
2585,20
2586,99
2587,11
2588,62
2589,41
2590,59
2591,95
2592,49
2593,13
2594,80
2595,64
2596,62
2597,65
2598,93
2599,38
2600,91
2601,39
2602,5
2603,7
2604,100
2605,7
2606,2
2607,45
2608,44
2609,35
2610,1
2611,54
2612,64
2613,7
2614,87
2615,75
2616,18
2617,51
2618,55
2619,88
2620,51
2621,71
2622,92
2623,34
2624,6
2625,15
2626,28
2627,71
2628,9
2629,70
2630,47
2631,82
2632,66
2633,78
2634,60
2635,16
2636,92
2637,31
2638,24
2639,40
2640,85
2641,21
2642,53
2643,80
2644,39
2645,59
2646,35
2647,57
2648,26
2649,99
2650,34
2651,70
2652,43
2653,64
2654,31
2655,85
2656,89
2657,24
2658,4
2659,57
2660,56
2661,81
2662,9
2663,78
2664,87
2665,42
2666,86
2667,86
2668,91
2669,38
2670,69
2671,25
2672,23
2673,20
2674,35
2675,27
2676,55
2677,98
2678,73
2679,6
2680,71
2681,49
2682,88
2683,43
2684,4
2685,38
2686,47
2687,59
2688,55
2689,70
2690,84
2691,81
2692,56
2693,31
2694,31
2695,39
2696,18
2697,6
2698,50
2699,5
2700,66
2701,35
2702,72
2703,78
2704,91
2705,20
2706,42
2707,92
2708,94
2709,8
2710,49
2711,51
2712,22
2713,34
2714,56
2715,74
2716,71
2717,34
2718,62
2719,49
2720,31
2721,58
2722,59
2723,24
2724,19
2725,1
2726,69
2727,69
2728,71
2729,19
2730,90
2731,43
2732,54
2733,62
2734,45
2735,25
2736,74
2737,59
2738,24
2739,68
2740,4
2741,14
2742,89
2743,37
2744,59
2745,3
2746,80
2747,60
2748,70
2749,72
2750,17
2751,46
2752,6
2753,26
2754,46
2755,14
2756,57
2757,19
2758,37
2759,46
2760,98
2761,5
2762,8
2763,89
2764,94
2765,68
2766,88
2767,20
2768,47
2769,10
2770,82
2771,43
2772,38
2773,28
2774,51
2775,15
2776,62
2777,3
2778,21
2779,65
2780,25
2781,55
2782,78
2783,39
2784,100
2785,38
2786,28
2787,61
2788,3
2789,41
2790,12
2791,8
2792,85
2793,100
2794,76
2795,36
2796,100
2797,52
2798,2
2799,100
2800,100
2801,98
2802,89
2803,53
2804,5
2805,78
2806,28
2807,2
2808,37
2809,16
2810,99
2811,38
2812,2
2813,23
2814,81
2815,52
2816,85
2817,63
2818,57
2819,57
2820,13
2821,34
2822,82
2823,32
2824,9
2825,5
2826,89
2827,82
2828,7
2829,42
2830,77
2831,94
2832,1
2833,48
2834,24
2835,5
2836,35
2837,56
2838,82
2839,98
2840,45
2841,71
2842,66
2843,85
2844,40
2845,42
2846,26
2847,65
2848,52
2849,96
2850,11
2851,15
2852,28
2853,32
2854,94
2855,71
2856,92
2857,4
2858,39
2859,30
2860,39
2861,70
2862,4
2863,21
2864,23
2865,64
2866,95
2867,54
2868,62
2869,71
2870,9
2871,18
2872,18
2873,65
2874,37
2875,69
2876,90
2877,80
2878,46
2879,78
2880,71
2881,3
2882,7
2883,65
2884,37
2885,66
2886,70
2887,51
2888,55
2889,95
2890,27
2891,12
2892,96
2893,55
2894,100
2895,86
2896,37
2897,6
2898,75
2899,54
2900,18
2901,88
2902,71
2903,69
2904,67
2905,14
2906,4
2907,50
2908,85
2909,19
2910,1
2911,82
2912,59
2913,8
2914,25
2915,82
2916,75
2917,69
2918,97
2919,96
2920,44
2921,69
2922,30
2923,5
2924,66
2925,10
2926,46
2927,51
2928,10
2929,94
2930,82
2931,92
2932,47
2933,24
2934,88
2935,30
2936,1
2937,61
2938,70
2939,46
2940,47
2941,28
2942,76
2943,22
2944,93
2945,13
2946,27
2947,87
2948,23
2949,83
2950,39
2951,79
2952,31
2953,31
2954,19
2955,63
2956,10
2957,66
2958,33
2959,66
2960,84
2961,38
2962,25
2963,35
2964,6
2965,87
2966,64
2967,93
2968,23
2969,45
2970,43
2971,91
2972,72
2973,27
2974,79
2975,66
2976,92
2977,97
2978,75
2979,66
2980,60
2981,82
2982,62
2983,21
2984,46
2985,61
2986,6
2987,25
2988,27
2989,17
2990,33
2991,38
2992,47
2993,48
2994,17
2995,25
2996,82
2997,43
